N,idnum,New Point?,lon,lat,transit_dist_1,transit_dist_2,transit_dist_3,transit_score1,transit_score2,transit_score3,transit_score_std,prc.latino.std,dens.cvap.std,prc_asian_std,prc_AmInd_std,prc.youth.std,prc.nonEngProf.std,prc.pov.std,prc.disabled.std,prc.CarAccess.std,rate.vbm.std,prc.ElNonReg.std,dens_poll_std,dens.work.std,popDens.std,center_score,dropoff_score,dens_poll_std_0_3,wtd_center_score
110,2668,,-121.5196965,38.52316347,0.056829914,0.093588734,0.10707398,1,1,1,0.257492628,0.648734177,0.39556962,0.693037975,0.365384615,0.120253165,0.253164557,0.056962025,0.075949367,0.534810127,0.601098901,0.10443038,0.602415702,0.381738174,0.636035313,0.338205458,0.344234938,0.602415702,0.203740278
111,2723,,-121.5198445,38.53039538,0.094049672,0.076874289,0.085997275,1,1,1,0.256921235,0.648734177,0.39556962,0.693037975,0.365384615,0.120253165,0.253164557,0.056962025,0.075949367,0.534810127,0.651648352,0.10443038,0.641167589,0.621562156,0.344502408,0.343179476,0.342045094,0.641167589,0.220035558
113,2613,,-121.5195485,38.51593156,0.01904054,0.032143353,0.167890463,1,1,1,0.219074357,0.620253165,0.825949367,0.768987342,0.253205128,0.623417722,0.39556962,0.193037975,0.651898734,0.71835443,0.621978022,0.123417722,0.477101158,0.075907591,0.758126003,0.465503929,0.477710352,0.477101158,0.222092463
114,2555,,-121.5194006,38.50869967,0.231922097,0.230221707,0.248812567,1,1,1,0.710956371,0.620253165,0.825949367,0.768987342,0.253205128,0.623417722,0.39556962,0.193037975,0.651898734,0.71835443,0.621978022,0.123417722,0.477101158,0.075907591,0.43062801,0.482352322,0.496904764,0.477101158,0.230130851
115,2498,,-121.5100242,38.50158333,0.052661773,0.060542234,0.104495534,1,1,1,0.217699542,0.620253165,0.825949367,0.768987342,0.253205128,0.623417722,0.39556962,0.193037975,0.651898734,0.71835443,0.257142857,0.123417722,0.765475591,0.657865787,0.471358347,0.452441587,0.448595992,0.765475591,0.346332991
117,2440,,-121.5098772,38.49435144,0.114998029,0.099945541,0.114810527,1,1,1,0.329754097,0.620253165,0.825949367,0.768987342,0.253205128,0.623417722,0.39556962,0.193037975,0.651898734,0.71835443,0.104395604,0.123417722,0.594363362,0.654565457,0.518007624,0.484840228,0.477106127,0.594363362,0.288171268
118,2324,,-121.5095833,38.4798877,0.154803967,0.170234723,0.310948112,1,1,1,0.635986802,0.620253165,0.825949367,0.768987342,0.253205128,0.623417722,0.39556962,0.193037975,0.651898734,0.71835443,0.104395604,0.123417722,0.594363362,0.654565457,0,0.481072708,0.468073976,0.594363362,0.285931992
119,2382,,-121.5097302,38.48711957,0.198121105,0.228933461,0.243676079,1,1,1,0.670730644,0.620253165,0.825949367,0.768987342,0.253205128,0.623417722,0.39556962,0.193037975,0.651898734,0.71835443,0.104395604,0.123417722,0.594363362,0.654565457,0.555527689,0.52100361,0.519000036,0.594363362,0.309665457
121,2552,,-121.5470887,38.50834878,0.113977829,0.147137642,0.165333965,1,1,1,0.426449435,0.335443038,0.943037975,0.794303797,NA,0.306962025,0.408227848,0.025316456,0.243670886,0.234177215,0.212087912,0.120253165,0.870156014,0.276127613,0.513443018,0.32537297,0.332303771,0.870156014,0.283125247
122,2494,,-121.5469381,38.50111693,0.104017551,0.10719329,0.092545148,1,1,0.5,0.303755989,0.335443038,0.943037975,0.794303797,NA,0.306962025,0.408227848,0.025316456,0.243670886,0.234177215,0.145054945,0.120253165,0.784096628,0.168316832,0.447933387,0.303814284,0.306527277,0.784096628,0.238219755
123,2495,,-121.5377097,38.50123458,0.06446308,0.075739196,0.18697844,1,1,1,0.327180716,0.335443038,0.943037975,0.794303797,NA,0.306962025,0.408227848,0.025316456,0.243670886,0.234177215,0.43956044,0.120253165,0.883744338,0.612761276,0.813904494,0.388542043,0.399186394,0.883744338,0.34337183
125,2553,,-121.5378594,38.50846644,0.183352497,0.181715606,0.252855591,1,1,1,0.617923694,0.189873418,0.620253165,0.835443038,NA,0.563291139,0.525316456,0.265822785,0.224683544,0.699367089,0.289010989,0.151898734,0.776044288,0.674367437,0,0.370239446,0.367252551,0.776044288,0.287322207
126,2554,,-121.52863,38.50858341,0.137974974,0.14743342,0.139965442,1,1,1,0.425373837,0.189873418,0.620253165,0.835443038,NA,0.563291139,0.525316456,0.265822785,0.224683544,0.699367089,0.289010989,0.151898734,0.776044288,0.674367437,0.601223917,0.457455782,0.454635101,0.776044288,0.355005947
127,2496,,-121.5284812,38.50135154,0.307386057,0.299835843,0.331777991,1,1,1,0.938999891,0.189873418,0.620253165,0.835443038,NA,0.563291139,0.525316456,0.265822785,0.224683544,0.699367089,0.352747253,0.151898734,0.631102164,0.465346535,0.383025682,0.445688792,0.454066345,0.631102164,0.281275161
128,2612,,-121.5287788,38.51581529,0.120477069,0.185558494,0.226351752,1,1,1,0.532387315,0.351265823,0.753164557,0.702531646,0.044871795,0.310126582,0.272151899,0.373417722,0.107594937,0.424050633,0.820879121,0.5,0.299949673,0.238723872,0.592044543,0.416086909,0.421838028,0.3,0.124826073
129,2497,,-121.5192527,38.50146778,0.049662759,0.065640875,0.063084242,1,1,1,0.178387876,0.351265823,0.753164557,0.702531646,0.044871795,0.310126582,0.272151899,0.373417722,0.107594937,0.424050633,0.243956044,0.5,0.400603926,0.075907591,0.535664125,0.364219064,0.349714209,0.400603926,0.145907587
130,2436,,-121.5467876,38.49388509,0.240068656,0.268071728,0.298941934,1,1,0.5,0.807082318,0.446202532,0.35443038,0.753164557,NA,0.079113924,0.370253165,0.142405063,0.088607595,0.161392405,0.269230769,0.063291139,0.881227982,0.075907591,0.649026886,0.335026801,0.351644605,0.881227982,0.295234992
131,2378,,-121.546637,38.48665326,0.065435597,0.087878846,0.077172729,0.5,0.5,0.5,0.230487172,0.446202532,0.35443038,0.753164557,NA,0.079113924,0.370253165,0.142405063,0.088607595,0.161392405,0.294505495,0.063291139,0.604932058,0.273927393,0.55863764,0.275342642,0.282041329,0.604932058,0.166563591
133,2437,,-121.53756,38.49400273,0.033853224,0.073827619,0.081122932,0.5,1,1,0.188803775,0.405063291,0.715189873,0.898734177,0.038461538,0.465189873,0.560126582,0.126582278,0.670886076,0.401898734,0.406593407,0.237341772,0.484146955,0.135313531,0.568268459,0.394587961,0.407648026,0.484146955,0.19103856
134,2438,,-121.5283324,38.49411967,0.253413226,0.248845631,0.258601357,1,1,1,0.760860214,0.405063291,0.715189873,0.898734177,0.038461538,0.465189873,0.560126582,0.126582278,0.670886076,0.401898734,0.527472527,0.237341772,0.321590337,0.713971397,0.535664125,0.502146891,0.519646061,0.321590337,0.161485588
135,2379,,-121.5374104,38.48677089,0.08913285,0.120980069,0.126986843,1,1,1,0.337099762,0.405063291,0.715189873,0.898734177,0.038461538,0.465189873,0.560126582,0.126582278,0.670886076,0.401898734,0.374725275,0.237341772,0.524911928,0.141914191,0.504614767,0.431555684,0.441424085,0.524911928,0.226528726
137,2439,,-121.5191048,38.49423591,0.207690194,0.253218052,0.232448548,1,1,1,0.693356794,0.129746835,0.753164557,0.743670886,0.051282051,0.319620253,0.275316456,0.319620253,0.981012658,0.727848101,0.193406593,0.484177215,0.712632109,0.913091309,0.473414928,0.492007211,0.49632654,0.712632109,0.350620136
139,2381,,-121.518957,38.48700405,0.092056014,0.095446207,0.101074206,1,1,1,0.288576427,0.129746835,0.753164557,0.743670886,0.051282051,0.319620253,0.275316456,0.319620253,0.981012658,0.727848101,0.446153846,0.484177215,0.720684449,0.925192519,0.936998395,0.530936257,0.538827277,0.720684449,0.382637504
140,2380,,-121.5281837,38.48688782,0.26000695,0.253496545,0.245929837,1,1,1,0.759433332,0.129746835,0.753164557,0.743670886,0.051282051,0.319620253,0.275316456,0.319620253,0.981012658,0.727848101,0.70989011,0.484177215,0.394061399,0.789878988,0.55863764,0.564218283,0.577597011,0.394061399,0.222336646
141,2322,,-121.528035,38.47965598,0.274659968,0.310478694,0.341071222,1,0.5,1,0.926209884,0.066455696,0.256329114,0.990506329,0.057692308,0.205696203,0.465189873,0.129746835,0.208860759,0.775316456,0.094505495,0.079113924,0.483140413,0.093509351,0.533657705,0.335847858,0.353395915,0.483140413,0.162261673
142,2323,,-121.5188091,38.47977219,0.120237746,0.149549836,0.157609985,0.5,0.5,1,0.427397566,0.066455696,0.256329114,0.990506329,0.057692308,0.205696203,0.465189873,0.129746835,0.208860759,0.775316456,0.076923077,0.079113924,0.663311525,0.459845985,0.76078451,0.318020834,0.329962929,0.663311525,0.210946884
143,2321,,-121.5372607,38.47953906,0.055216181,0.072910997,0.200295127,0.5,0.5,0.5,0.328422305,0.066455696,0.256329114,0.990506329,0.057692308,0.205696203,0.465189873,0.129746835,0.208860759,0.775316456,0.076923077,0.079113924,0.663311525,0.459845985,0.647170947,0.323181104,0.328720551,0.663311525,0.214369751
144,2617,,-121.482627,38.51638961,0.452540174,0.578940177,0.502095045,1,1,1,0.226270087,0.886075949,0.414556962,0.949367089,0.304487179,0.405063291,0.965189873,0.832278481,0.939873418,0.917721519,0.152747253,0.579113924,0.329642677,0.388338834,0.656099518,0.612232567,0.609300938,0.329642677,0.201817983
146,2559,,-121.4824827,38.50915767,0.393652638,0.415023093,0.918788743,1,1,1,0.606506798,0.886075949,0.414556962,0.949367089,0.304487179,0.405063291,0.965189873,0.832278481,0.939873418,0.917721519,0.989010989,0.579113924,0.125817816,0.499449945,0.404745185,0.682610286,0.697020817,0.3,0.204783086
147,2501,,-121.4823384,38.50192574,0.427093972,0.4232593,0.438528665,1,1,1,1.288881937,0.886075949,0.414556962,0.949367089,0.304487179,0.405063291,0.965189873,0.832278481,0.939873418,0.917721519,0.836263736,0.579113924,0.531454454,0.853685369,0.588282504,0.753182085,0.778086032,0.531454454,0.400281974
148,2502,,-121.4731097,38.50203847,0.274231661,0.288962379,0.338477605,1,1,1,0.901671646,0.886075949,0.414556962,0.949367089,0.304487179,0.405063291,0.965189873,0.832278481,0.939873418,0.917721519,0.836263736,0.579113924,0.531454454,0.853685369,0.317014446,0.707941649,0.720666862,0.531454454,0.376238743
151,2383,,-121.5005035,38.48723439,0.404689291,0.41483509,0.44353417,1,1,1,1.263058551,0.892405063,0.512658228,0.67721519,0.246794872,0.471518987,0.851265823,0.544303797,0.800632911,0.610759494,0.405494505,0.408227848,0.496225466,0.693069307,0.664325843,0.681241771,0.699755237,0.496225466,0.338049515
152,2442,,-121.4914218,38.4945804,0.069649456,0.078108505,0.093253939,0.25,1,1,0.2410119,0.892405063,0.512658228,0.67721519,0.246794872,0.471518987,0.851265823,0.544303797,0.800632911,0.610759494,0.946153846,0.408227848,0.754906895,0.286028603,0.556982343,0.566432932,0.58335271,0.754906895,0.427604126
153,2441,,-121.5006495,38.49446627,0.111363972,0.119971,0.152416167,1,1,1,0.383751139,0.892405063,0.512658228,0.67721519,0.246794872,0.471518987,0.851265823,0.544303797,0.800632911,0.610759494,0.946153846,0.408227848,0.754906895,0.286028603,0.785463483,0.634739904,0.653175196,0.754906895,0.47916953
154,2443,,-121.4821941,38.49469382,0.075904098,0.106341993,0.121333303,1,1,1,0.303579394,0.898734177,0.594936709,0.791139241,0.208333333,0.905063291,0.879746835,0.64556962,0.53164557,0.813291139,0.40989011,0.658227848,0.52591847,0.603960396,0,0.559649082,0.54038475,0.52591847,0.294329789
155,2384,,-121.4912767,38.4873485,0.128156496,0.142279096,0.266866814,0.25,0.25,0.25,0.537302406,0.898734177,0.594936709,0.791139241,0.208333333,0.905063291,0.879746835,0.64556962,0.53164557,0.813291139,0.969230769,0.658227848,0.489179668,0.126512651,0.873745987,0.689835062,0.699440244,0.489179668,0.337453287
156,2385,,-121.4820498,38.48746191,0.094778363,0.099504749,0.21139616,1,1,1,0.405679272,0.898734177,0.594936709,0.791139241,0.208333333,0.905063291,0.879746835,0.64556962,0.53164557,0.813291139,0.949450549,0.658227848,0.345244087,0.724972497,0.870585875,0.701998649,0.705897289,0.345244087,0.242360882
157,2444,,-121.4729663,38.49480654,0.071569882,0.102049511,0.113839375,1,1,1,0.287458769,0.851265823,0.481012658,0.746835443,0.233974359,0.810126582,0.873417722,0.917721519,0.563291139,0.838607595,0.874725275,0.936708861,0.52994464,0.500550055,0.285864767,0.65313275,0.639862626,0.52994464,0.3461242
158,2386,,-121.472823,38.48757462,0.414445474,0.426850524,0.43572318,1,1,1,1.277019179,0.851265823,0.481012658,0.746835443,0.233974359,0.810126582,0.873417722,0.917721519,0.563291139,0.838607595,0.640659341,0.936708861,0.550075491,0.645764576,0.298605538,0.72752122,0.725758908,0.550075491,0.400191592
160,2325,,-121.5003574,38.48000251,0.091736707,0.09621756,0.183174065,1,1,1,0.371128332,0.724683544,0.965189873,0.917721519,0.221153846,0.708860759,0.905063291,0.721518987,0.78164557,0.386075949,0.895604396,0.705696203,0.476597886,0.301430143,0.851424559,0.702610626,0.710481754,0.476597886,0.334862739
161,2327,,-121.4819056,38.48023001,0.103970331,0.134604543,0.162402794,1,1,1,0.400977668,0.724683544,0.965189873,0.917721519,0.221153846,0.708860759,0.905063291,0.721518987,0.78164557,0.386075949,0.840659341,0.705696203,0.597382989,0.381738174,0.872642456,0.692919479,0.701896976,0.597382989,0.41393831
162,2326,,-121.4911315,38.48011661,0.088618746,0.097150106,0.166795655,1,1,0.25,0.352564507,0.724683544,0.965189873,0.917721519,0.221153846,0.708860759,0.905063291,0.721518987,0.78164557,0.386075949,0.840659341,0.705696203,0.597382989,0.381738174,0.880367175,0.688639653,0.697050149,0.597382989,0.411381615
163,2328,,-121.4726796,38.48034271,0.086224812,0.082652521,0.127247214,1,1,1,0.296124547,0.724683544,0.965189873,0.917721519,0.221153846,0.708860759,0.905063291,0.721518987,0.78164557,0.386075949,0.965934066,0.705696203,0.470558631,0.774477448,0.335824639,0.642529154,0.643819711,0.470558631,0.302347639
164,2270,,-121.4817614,38.47299812,0.588712674,0.593623654,0.638923008,1,1,1,0,0.724683544,0.965189873,0.917721519,0.221153846,0.708860759,0.905063291,0.721518987,0.78164557,0.386075949,0.368131868,0.705696203,0.313034726,0.448844884,0.299458266,0.544290237,0.53266522,0.313034726,0.170381745
165,2268,,-121.5002114,38.47277064,0.587652688,0.596099775,0.609078783,1,1,1,0,0.724683544,0.965189873,0.917721519,0.221153846,0.708860759,0.905063291,0.721518987,0.78164557,0.386075949,0.368131868,0.705696203,0.313034726,0.448844884,0.427367576,0.585845452,0.572490244,0.313034726,0.18338997
167,2783,,-121.4553607,38.53842173,0.027098976,0.042349747,0.08397164,1,1,1,0.153420363,0.955696203,0.335443038,0.594936709,0.775641026,0.420886076,0.946202532,0.762658228,0.933544304,0.806962025,0.925274725,0.743670886,0.187720181,0.229922992,0.601223917,0.654916154,0.661712679,0.3,0.196474846
168,2731,,-121.4459867,38.53130039,0.026804845,0.064648736,0.145953312,1,1,1,0.237406893,0.955696203,0.335443038,0.594936709,0.775641026,0.420886076,0.946202532,0.762658228,0.933544304,0.806962025,0.494505495,0.743670886,0.196275793,0.827282728,0.450943018,0.632555998,0.628685404,0.3,0.1897668
169,2730,,-121.455219,38.53118973,0.077263152,0.087715462,0.108430131,1,1,1,0.273408744,0.955696203,0.335443038,0.594936709,0.775641026,0.420886076,0.946202532,0.762658228,0.933544304,0.806962025,0.61978022,0.743670886,0.115249119,0.543454345,0.826344302,0.67039653,0.676330895,0.3,0.201118959
170,2729,,-121.4644513,38.53107836,0.023340845,0.089757382,0.16563233,1,1,1,0.278730556,0.981012658,0.186708861,0.623417722,0.955128205,0.699367089,0.962025316,0.939873418,0.731012658,0.958860759,0.365934066,0.670886076,0.259687972,0.316831683,0.93454053,0.65709826,0.656595832,0.3,0.197129478
172,2782,,-121.4645939,38.53831035,0.074395646,0.108925558,0.124638015,1,0.25,1,0.307959219,0.981012658,0.186708861,0.623417722,0.955128205,0.699367089,0.962025316,0.939873418,0.731012658,0.958860759,0.561538462,0.670886076,0.114745848,0.635863586,0.981691413,0.726489494,0.724679394,0.3,0.217946848
173,2673,,-121.4735401,38.52373432,0.080927966,0.093887647,0.110913343,1,1,1,0.285728956,0.993670886,0.066455696,0.867088608,0.362179487,0.772151899,1,0.965189873,0.936708861,0.829113924,0.997802198,0.962025316,0.29491696,0.642464246,0.527989567,0.731203793,0.731296773,0.3,0.219361138
174,2618,,-121.4733966,38.51650236,0.318282977,0.373281733,0.578702952,1,1,1,0.518673532,0.993670886,0.066455696,0.867088608,0.362179487,0.772151899,1,0.965189873,0.936708861,0.829113924,0.997802198,0.962025316,0.29491696,0.642464246,0.236556982,0.69608163,0.69898083,0.3,0.208824489
175,2560,,-121.4732531,38.50927041,0.205377534,0.26217064,0.34956215,1,1,1,0.817110324,0.949367089,0.259493671,0.64556962,0.33974359,0.765822785,0.908227848,0.892405063,0.873417722,0.955696203,0.024175824,0.917721519,0.096124811,0.931793179,0.240971108,0.659913625,0.645428858,0.3,0.197974088
176,2503,,-121.463881,38.50215049,0.071126181,0.112837879,0.147667992,1,1,1,0.331632052,0.949367089,0.259493671,0.64556962,0.33974359,0.765822785,0.908227848,0.892405063,0.873417722,0.955696203,0.024175824,0.917721519,0.096124811,0.931793179,0.243529294,0.620811385,0.598135312,0.3,0.186243416
178,2561,,-121.4640236,38.50938244,0.095671394,0.104447896,0.138361679,1,1,1,0.33848097,0.949367089,0.259493671,0.64556962,0.33974359,0.765822785,0.908227848,0.892405063,0.873417722,0.955696203,0.657142857,0.917721519,0.107196779,0.645764576,0.379012841,0.674215058,0.66586122,0.3,0.202264517
179,2504,,-121.4546523,38.50226181,0.426819741,0.435892732,0.441822428,1,1,1,1.304534901,0.949367089,0.259493671,0.64556962,0.33974359,0.765822785,0.908227848,0.892405063,0.873417722,0.955696203,0.967032967,0.917721519,0.331655762,0.834983498,0.700140449,0.838919221,0.853231387,0.331655762,0.278232394
180,2675,,-121.4550773,38.52395773,0.05225596,0.065615207,0.099801162,1,1,1,0.21767233,0.867088608,0.844936709,0.632911392,0.064102564,0.870253165,0.829113924,0.971518987,0.594936709,0.882911392,0.96043956,0.965189873,0.224962255,0.276127613,0.8339687,0.751150572,0.740264576,0.3,0.225345171
181,2676,,-121.4458459,38.52406838,0.124173979,0.17738172,0.18032644,1,1,1,0.481882139,0.867088608,0.844936709,0.632911392,0.064102564,0.870253165,0.829113924,0.971518987,0.594936709,0.882911392,0.649450549,0.965189873,0.105686965,0.563256326,0.841292135,0.733962385,0.72415632,0.3,0.220188716
182,2620,,-121.4549356,38.51672575,0.024553431,0.030224045,0.076929844,1,1,1,0.13170732,0.867088608,0.844936709,0.632911392,0.064102564,0.870253165,0.829113924,0.971518987,0.594936709,0.882911392,0.916483516,0.965189873,0.207851032,0.114411441,0.885433387,0.750750243,0.737789429,0.3,0.225225073
183,2621,,-121.4457051,38.51683639,0.342969006,0.368361519,0.3513228,1,1,1,1.062653324,0.867088608,0.844936709,0.632911392,0.064102564,0.870253165,0.829113924,0.971518987,0.594936709,0.882911392,0.337362637,0.965189873,0.101157524,0.732673267,0.795595907,0.778061879,0.768782609,0.3,0.233418564
185,2674,,-121.4643087,38.52384638,0.0641589,0.073887637,0.081797293,1,1,1,0.21984383,0.971518987,0.259493671,0.430379747,0.016025641,0.351265823,0.990506329,0.889240506,0.693037975,0.82278481,0.634065934,0.819620253,0.101660795,0.156215622,0.502608347,0.618537497,0.615017623,0.3,0.185561249
186,2619,,-121.4641661,38.51661441,0.025359775,0.04543416,0.203295591,1,1,1,0.274089526,0.971518987,0.259493671,0.430379747,0.016025641,0.351265823,0.990506329,0.889240506,0.693037975,0.82278481,0.634065934,0.819620253,0.101660795,0.156215622,0,0.583326556,0.572064894,0.3,0.174997967
189,2505,,-121.4454236,38.50237243,0.182653802,0.193548289,0.234889657,1,1,1,0.611091749,0.946202532,0.113924051,0.810126582,0.913461538,0.705696203,0.977848101,0.952531646,0.430379747,0.965189873,0.354945055,0.876582278,0.23502768,0.083608361,0.664325843,0.612520833,0.609119823,0.3,0.18375625
190,2506,,-121.4361948,38.50248234,0.032166619,0.088823433,0.086520265,1,1,1,0.207510317,0.946202532,0.113924051,0.810126582,0.913461538,0.705696203,0.977848101,0.952531646,0.430379747,0.965189873,0.008791209,0.876582278,0.061399094,0.919691969,0.961175762,0.623874371,0.606788523,0.3,0.187162311
